uid,account_uid,app_name,app_url,created_at,modified_at
f3c20abd-3565-419b-abd1-3eaeac328b27,e06a8868-a188-4fba-897c-1dc6c807f048,noClocksAuthRDashboard,https://noclocks-auth-dashboard-dev-jyeot2jhuq-uc.a.run.app,2024-05-28T23:12:30Z,2024-06-03T20:04:07Z
dae8a76f-7acd-4a5c-a4aa-24abb1fad334,e06a8868-a188-4fba-897c-1dc6c807f048,gmhLeasingDashboard,https://gmh-leasing-dashboard-dev-jyeot2jhuq-uc.a.run.app/,2024-06-03T17:43:40Z,2024-06-12T01:12:25Z
774efc03-259e-4e57-9a2c-2b5db104d4e5,e06a8868-a188-4fba-897c-1dc6c807f048,gmhleasr,http://127.0.0.1:8080,2024-09-05T16:23:13Z,2024-09-05T16:23:13Z
4e3d6b43-59d5-437a-8102-7e1bc16c67b4,0898a841-0d03-43fb-9e46-45b0a97bb2fe,GMH Leasing Dashboard,https://gmh.noclocks.co,2024-09-08T23:02:23Z,2024-09-08T23:02:23Z
93c260ff-9ac4-45ab-a2c0-feb8b96c0fc3,e06a8868-a188-4fba-897c-1dc6c807f048,GMH Leasing Dashboard,https://datahub.gmhcommunities.com,2024-10-17T19:55:18Z,2024-10-17T19:55:18Z
