uid,account_uid,role_name,created_at,created_by,modified_at,modified_by
154bff74-652d-4a1d-b8d1-2635e3108e55,e06a8868-a188-4fba-897c-1dc6c807f048,read_write,2024-11-08T17:04:13Z,000bb29d-e521-48bc-b210-490415d4ed37,2024-11-08T17:04:13Z,000bb29d-e521-48bc-b210-490415d4ed37
