property_id,property_name,leasing_week,Property,Website,Address,Phone Number,Developer,Manager,Owner,Property Type,Property Status,Product Type,Property Rating,Comp Status,Year Built / Renovated,Most Recent Sale,Distance From Campus
Boylston,1330 Boylston,2024-12-01,1330 Boylston,NA,"1330 Boylston St, Boston, MA 02215",(617) 267-1330,Samuels and Associates,Samuels and Associates,Samuels and Associates,Conventional,Operational,High-Rise,5,Tier 2,2008,n/a,1 mile
