property_id,property_name,leasing_week,Reporting Cycle,Lease Launch Date,Renewal Launch Date,Current Occupancy,Last Year Occupancy,Current Pre-Lease,Last Year Pre-Lease,Total Renewals,Total New Leases,Total Leases: Weekly,Traffic: Weekly,Current Incentive,Incentive Amount,Data Last Updated
Boylston,1330 Boylston,2024-12-01,Monday-Sunday,n/a,n/a,0.95,0,0.96499999999999997,0,0,0,0,6,None,0,45334
