property_id,property_name,leasing_week,University Shuttle,Private Shuttle,Limited Access Gates,Fitness Center,Computer Lounge,Game Room,Spray Tanning,UV Tanning,Pool,Hot Tub,24hr Package System,EV Charging Stations,Car Sharing Services,Smart Vending,Mini Market,Movie Theatre,Co-Working/Study Spaces,Free Printing,Coffee Bar,Retail,Sauna/Spa,Cycling/Yoga Studio,Rentable Guest Suite,Wellness Classes,24hr Concierge,Outdoor Grill Area,Sand Volleyball Court,Basketball Court,Pets Allowed,Dog Wash,Dog Park
Boylston,1330 Boylston,2024-12-01,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
