property_id,property_name,leasing_week,Property,Website,Address,Phone Number,Developer,Manager,Owner,Property Type,Property Status,Product Type,Property Rating,Comp Status,Year Built / Renovated,Most Recent Sale,Distance From Campus
bower,Bower,2024-12-01,Bower,NA,"771 Beacon St Apartment 775, Boston, MA 02215",(617) 341-9700,The Green Cities Company,Greystar,Greystar,Conventional,Operational,High-Rise,5,Tier 2,2020,NA,0.2 miles
