property_id,property_name,unit_type,average_square_footage,average_advertised_rent,total_scheduled_rent,units,excluded_unit_count,rentable_unit_count,occupied_count,started_new_count,started_renewal_count,started_count,started_percent,partially_completed_new_count,partially_completed_renewal_count,partially_completed_count,partially_completed_percent,completed_new_count,completed_renewal_count,completed_count,completed_percent,approved_new_count,approved_renewal_count,approved_count,approved_percent,preleased_new_count,preleased_renewal_count,preleased_count,preleased_percent,variance,available_count,number_of_bedrooms,number_of_bathrooms
641240,Academy 65,S1,396,1565,3290,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.4,0,2,2,0.4,-0.19999999999999996,3,NA,1
641240,Academy 65,S2,416,1571.25,7035,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0.8,1,3,4,0.8,0.6000000000000001,1,NA,1
676055,Academy Lincoln,B1,334,872.7586206896551,26135,30,0,30,30,1,2,3,0.1,0,0,0,0,0,0,0,0,12,14,26,0.8666666666666667,13,16,29,0.9666666666666667,0.4666666666666667,1,2,2
676055,Academy Lincoln,B2,399.7368421052632,896.25,11015,38,0,38,38,1,0,1,0.02631578947368421,2,0,2,0.05263157894736842,0,0,0,0,6,3,9,0.23684210526315788,9,3,12,0.3157894736842105,-0.26315789473684215,26,2,2
676055,Academy Lincoln,B3 Townhome,616,930,12600,14,0,14,13,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,7,4,11,0.7857142857142857,9,4,13,0.9285714285714286,0.2857142857142857,1,2,2
676055,Academy Lincoln,C1,342.42857142857144,762.0833333333334,19610,42,0,42,42,0,0,0,0,1,0,1,0.023809523809523808,0,0,0,0,11,12,23,0.5476190476190477,12,12,24,0.5714285714285714,0.16666666666666663,18,3,3
676055,Academy Lincoln,D1,303.9406779661017,689.5689655172414,165140,472,0,472,467,8,2,10,0.0211864406779661,11,0,11,0.023305084745762712,1,0,1,0.00211864406779661,104,106,210,0.4449152542372881,124,108,232,0.4915254237288136,0.09957627118644069,240,4,4
676055,Academy Lincoln,D2,337,652.6388888888889,27645,36,0,36,35,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36,1,19,17,36,1,0.5833333333333333,0,4,4
676055,Academy Lincoln,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1115679,ANOVA uCity Square,A1,457,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1115679,ANOVA uCity Square,A2,478,0,4189,17,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.11764705882352941,1,1,2,0.11764705882352941,-0.11764705882352941,15,1,1
1115679,ANOVA uCity Square,A3,499,0,6417,10,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0.3,2,1,3,0.3,-0.2,7,1,1
1115679,ANOVA uCity Square,A4,472,0,5152,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0.15,1,2,3,0.15,0,17,1,1
1115679,ANOVA uCity Square,A5,441,0,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1115679,ANOVA uCity Square,A6,512,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,5,1,1
1115679,ANOVA uCity Square,A7,589,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,5,1,1
1115679,ANOVA uCity Square,A8,657.0268817204301,89.62068965517241,70717,186,0,186,172,0,1,1,0.005376344086021506,0,0,0,0,1,0,1,0.005376344086021506,19,8,27,0.14516129032258066,20,9,29,0.15591397849462366,-0.02688172043010753,157,1,1
1115679,ANOVA uCity Square,B1,974,0,3363,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.09090909090909091,1,0,1,0.09090909090909091,-0.09090909090909091,10,2,2
1115679,ANOVA uCity Square,B2,1008,0,18847,22,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0.22727272727272727,2,3,5,0.22727272727272727,-0.04545454545454544,17,2,2
1115679,ANOVA uCity Square,C1,1372,0,0,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,5,3,2
1115679,ANOVA uCity Square,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1115679,ANOVA uCity Square,S1,360,83.9047619047619,35553,168,0,168,160,1,0,1,0.005952380952380952,0,0,0,0,0,0,0,0,15,5,20,0.11904761904761904,16,5,21,0.125,0.023809523809523808,147,NA,1
1161867,Courts at Spring Mill Station,1 Bed 1 Bath,747.9659863945578,214.5,94532.3,147,0,147,138,0,4,4,0.027210884353741496,0,0,0,0,0,0,0,0,21,23,44,0.29931972789115646,21,27,48,0.32653061224489793,0.03401360544217685,99,1,1
1161867,Courts at Spring Mill Station,1 Bed 1 Bath ADA,766,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,4,1,1
1161867,Courts at Spring Mill Station,1 Bed 1 Bath Loft,935,0,7258,12,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0.25,2,1,3,0.25,-0.33333333333333337,9,1,1
1161867,Courts at Spring Mill Station,1 Bed 1 Bath w/ Den,923.9677419354839,107.70555555555556,42549,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,0.5806451612903226,5,13,18,0.5806451612903226,0.16129032258064518,13,1,1
1161867,Courts at Spring Mill Station,1Bed1.5 Bath w/ Den,947,0,4558,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.6666666666666666,0,2,2,0.6666666666666666,0.3333333333333333,1,1,1
1161867,Courts at Spring Mill Station,1Bed1Bath Loftw/ Den,1170.6666666666667,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6666666666666666,3,1,1
1161867,Courts at Spring Mill Station,2 Bed 2 Bath,1098.5646258503402,226.41304347826087,112602.7,147,0,147,139,1,4,5,0.034013605442176874,0,0,0,0,0,0,0,0,17,24,41,0.2789115646258503,18,28,46,0.3129251700680272,0.10204081632653061,101,2,2
1161867,Courts at Spring Mill Station,2 Bed 2 Bath ADA,1151,0,2727,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.25,0,1,1,0.25,-0.25,3,2,2
1161867,Courts at Spring Mill Station,2 Bed 2 Bath Loft,1305,0,12138,9,0,9,8,0,0,0,0,0,1,1,0.1111111111111111,0,0,0,0,1,2,3,0.3333333333333333,1,3,4,0.4444444444444444,0.2222222222222222,5,2,2
1161867,Courts at Spring Mill Station,2 Bed 2 Bath w/ Den,1295.2173913043478,0,28881,23,0,23,21,0,1,1,0.043478260869565216,0,0,0,0,0,0,0,0,1,7,8,0.34782608695652173,1,8,9,0.391304347826087,0.13043478260869568,14,2,2
1161867,Courts at Spring Mill Station,2Bed2Bath Loftw/ Den,1419,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1161867,Courts at Spring Mill Station,COMMERCIAL,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1161867,Courts at Spring Mill Station,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1161867,Courts at Spring Mill Station,Studio,518,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1
518044,Shortbread Lofts,B1,319.325,1240.125,49865,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,33,7,40,1,33,7,40,1,0,0,2,2
518044,Shortbread Lofts,B2,453.6,1502,15400,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,1,8,2,10,1,0.19999999999999996,0,2,2
518044,Shortbread Lofts,B3,499,1505,2990,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,2,1,0,0,2,2
518044,Shortbread Lofts,B4,492,1505,3195,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,2,1,0.5,0,2,2
518044,Shortbread Lofts,C1,338.64285714285717,1458.090909090909,73725,56,0,56,56,0,0,0,0,2,0,2,0.03571428571428571,0,0,0,0,47,6,53,0.9464285714285714,49,6,55,0.9821428571428571,0.1071428571428571,1,3,3
518044,Shortbread Lofts,C2,228,985,5970,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,6,0,6,1,0,0,3,3
518044,Shortbread Lofts,C3,324,1445.5,25160,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,1,20,0,20,1,0,0,3,3
518044,Shortbread Lofts,C4,278.4583333333333,1427.0454545454545,25500,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,20,2,22,0.9166666666666666,20,2,22,0.9166666666666666,-0.08333333333333337,2,3,3
518044,Shortbread Lofts,D1,269.55121951219513,1428.7313432835822,234555,205,0,205,205,3,0,3,0.014634146341463415,4,0,4,0.01951219512195122,0,0,0,0,192,2,194,0.9463414634146341,199,2,201,0.9804878048780488,0,4,4,4
518044,Shortbread Lofts,D2,307.77777777777777,1415,12055,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9,1,7,2,9,1,0.33333333333333337,0,4,4
518044,Shortbread Lofts,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA
952515,SOVA,A1,611,1468,30950,20,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20,1,4,16,20,1,0.4,0,1,1
952515,SOVA,B1,413,1148.5714285714287,40985,64,0,64,63,1,1,2,0.03125,0,0,0,0,0,0,0,0,1,32,33,0.515625,2,33,35,0.546875,0,29,2,2
952515,SOVA,B1 ALT,477,1265,10030,30,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.26666666666666666,0,8,8,0.26666666666666666,-0.033333333333333326,22,2,2
952515,SOVA,C1,385,857.3,52210,66,0,66,66,0,1,1,0.015151515151515152,3,0,3,0.045454545454545456,4,1,5,0.07575757575757576,11,30,41,0.6212121212121212,18,32,50,0.7575757575757576,0.09090909090909094,16,3,3
952515,SOVA,D1,350.6623376623377,1015.2380952380952,104710,308,0,308,304,0,1,1,0.003246753246753247,2,0,2,0.006493506493506494,0,1,1,0.003246753246753247,0,101,101,0.32792207792207795,2,103,105,0.3409090909090909,0.042207792207792194,203,4,4
952515,SOVA,D2,372,1020,40355,88,0,88,86,2,0,2,0.022727272727272728,4,0,4,0.045454545454545456,3,1,4,0.045454545454545456,3,27,30,0.3409090909090909,12,28,40,0.45454545454545453,-0.04545454545454547,48,4,4
952515,SOVA,D3,427,1055.679012345679,84555,240,0,240,238,1,2,3,0.0125,1,0,1,0.004166666666666667,1,0,1,0.004166666666666667,8,68,76,0.31666666666666665,11,70,81,0.3375,-0.04999999999999999,159,4,4
952515,SOVA,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
577897,Station Nine,a1a 1F Courtyard Stack,733,1680,1669,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.08333333333333333,0,1,1,0.08333333333333333,0.08333333333333333,11,1,1
577897,Station Nine,a1a 1F Pool Stack,733,0,1805,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,1,0,1,0.25,0,3,1,1
577897,Station Nine,a1a 1F Stack,733,1601.25,6985,12,0,12,11,0,0,0,0,0,0,0,0,1,0,1,0.08333333333333333,2,1,3,0.25,3,1,4,0.3333333333333333,0.08333333333333331,8,1,1
577897,Station Nine,a1a Courtyard Stack,733,393.75,7098,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.16666666666666666,4,0,4,0.16666666666666666,0.04166666666666666,20,1,1
577897,Station Nine,a1a Pool Stack,733,918.16,3673,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.2,1,1,2,0.2,0,8,1,1
577897,Station Nine,a1a stack,733,677.8571428571429,12067,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0.30434782608695654,6,1,7,0.30434782608695654,0.13043478260869568,16,1,1
577897,Station Nine,a1a TF Pool Stack,733,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
577897,Station Nine,a1a TF Stack,733,0,1836,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,1,0,1,0.25,0.25,3,1,1
577897,Station Nine,a1al TF Courtyard Stack,874,1825,1855,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.08333333333333333,1,0,1,0.08333333333333333,-0.08333333333333333,11,1,1
577897,Station Nine,a1al TF Pool Stack,874,2025,2100,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,1,0,1,0.25,0.25,3,1,1
577897,Station Nine,a1al TF Stack,874,1930,1900,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.125,0,1,1,0.125,0,7,1,1
577897,Station Nine,a1b Pool Stack,733,0,1836,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,0,1,0.5,0.5,1,1,1
577897,Station Nine,a1b Stack,733,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
577897,Station Nine,a1bl TF Pool Stack,876,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
577897,Station Nine,a1bl TF Stack,876,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1
577897,Station Nine,a1c 1F Stack,732,1595,1595,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1
577897,Station Nine,a1hc 1F Pool Side by Side,733,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
577897,Station Nine,a1hc 1F Side by Side,733,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1
577897,Station Nine,a1hc 1F Stack,733,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
577897,Station Nine,a1hc Pool Side by Side,733,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
577897,Station Nine,a1hc Side by Side,733,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
577897,Station Nine,a1hc TF Pool Side by Side,733,1625,1655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1
577897,Station Nine,a1hc TF Side by Side,733,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
577897,Station Nine,a2 1F Pool Side by Side,863,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
577897,Station Nine,a2 Pool Side by Side,863,0,1841,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,0,1,0.5,0.5,1,1,1
577897,Station Nine,a2 TF Pool Side by Side,863,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
577897,Station Nine,a3a 1F Pool Side by Side,926,1865,1855,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.25,0,1,1,0.25,0.25,3,1,1
577897,Station Nine,a3a 1F Side by Side,926,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
577897,Station Nine,a3a Pool Side by Side,926,0,4060,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.25,2,0,2,0.25,-0.125,6,1,1
577897,Station Nine,a3a Side by Side,926,0,1989,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,1,0,1,0.25,0,3,1,1
577897,Station Nine,a3a TF Pool Side by Side,926,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
