Record ID#,Property Name,Floorplan Name,Unit Beds,Unit Baths,Unit Type,Unit Square Footage,Total Units,Total Beds,Excluded Beds,Total Beds Accounted For,"# of Signed New Leases, Current Term","# of Signed Renewals, Current Term","# of Signed Leases, Current Term",Beds Remaining,Budget Installment Amount,Total Budgeted Premiums,Add Pricing Tier
161,The Rise at Northgate,xOLD - E2,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=161&z=9tz
162,The Rise at Northgate,xOLD - E3,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=162&z=9tz
163,The Rise at Northgate,xOLD - F1,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=163&z=9tz
164,The Rise at Northgate,xOLD - S1,,,0 x 0,,,,0,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=164&z=9tz
404,The Venue at North Campus,A,1,1,1 x 1,,,6,,,3,5,8,-2,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=404&z=9tz
405,The Venue at North Campus,B,2,2,2 x 2,,,96,,,54,51,105,-9,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=405&z=9tz
406,The Venue at North Campus,D1,4,4,4 x 4,,,256,,,106,115,221,35,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=406&z=9tz
407,The Venue at North Campus,D2,4,4,4 x 4,,,64,,,34,30,64,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=407&z=9tz
408,The Venue at North Campus,D3,4,4,4 x 4,,,192,,,61,101,162,30,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=408&z=9tz
409,The Venue at North Campus,E,5,5,5 x 5,,,120,,,82,51,133,-13,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=409&z=9tz
410,The Venue at North Campus,Not Selected,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=410&z=9tz
282,Torre,A1,,,0 x 0,,,3,,,2,1,3,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=282&z=9tz
283,Torre,A2,,,0 x 0,,,1,,,,1,1,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=283&z=9tz
284,Torre,B1,,,0 x 0,,,2,,,2,,2,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=284&z=9tz
285,Torre,B2,,,0 x 0,,,10,,,10,1,11,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=285&z=9tz
286,Torre,B2 TYPE A,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=286&z=9tz
287,Torre,B2.1,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=287&z=9tz
288,Torre,B3,,,0 x 0,,,4,,,3,2,5,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=288&z=9tz
289,Torre,B4,,,0 x 0,,,2,,,1,1,2,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=289&z=9tz
290,Torre,B5 - SHARED,,,0 x 0,,,44,,,35,11,46,-2,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=290&z=9tz
291,Torre,B5.1 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=291&z=9tz
292,Torre,B5.2 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=292&z=9tz
401,Torre,B5.2 DELUXE,,,0 x 0,,,12,,,,3,3,9,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=401&z=9tz
293,Torre,B5.3 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=293&z=9tz
294,Torre,B6 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=294&z=9tz
400,Torre,B6 DELUXE,,,0 x 0,,,36,,,18,16,34,2,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=400&z=9tz
295,Torre,B6.1 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=295&z=9tz
296,Torre,B6.2 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=296&z=9tz
297,Torre,B7 - SEMI-SHARED,,,0 x 0,,,12,,,8,,8,4,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=297&z=9tz
298,Torre,B8 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=298&z=9tz
402,Torre,B8 DELUXE,,,0 x 0,,,28,,,12,6,18,10,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=402&z=9tz
299,Torre,B8.1 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=299&z=9tz
300,Torre,B8.2 - SHARED,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=300&z=9tz
301,Torre,B9 -  SHARED,,,0 x 0,,,24,,,19,6,25,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=301&z=9tz
302,Torre,C1,,,0 x 0,,,3,,,2,1,3,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=302&z=9tz
303,Torre,C2 - SEMI-SHARED,,,0 x 0,,,16,,,7,3,10,6,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=303&z=9tz
304,Torre,C3,,,0 x 0,,,21,,,13,9,22,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=304&z=9tz
305,Torre,C3 TYPE A,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=305&z=9tz
306,Torre,D1,,,0 x 0,,,28,,,20,4,24,4,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=306&z=9tz
307,Torre,D1.1,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=307&z=9tz
308,Torre,D2 - SEMI-SHARED,,,0 x 0,,,5,,,4,,4,1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=308&z=9tz
309,Torre,D3 - SEMI-SHARED,,,0 x 0,,,12,,,8,2,10,2,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=309&z=9tz
310,Torre,D4 - SEMI-SHARED,,,0 x 0,,,12,,,4,3,7,5,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=310&z=9tz
311,Torre,D4 - SEMI-SHARED TYPE A,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=311&z=9tz
312,Torre,Not Selected,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=312&z=9tz
313,Torre,S1,,,0 x 0,,,1,,,,1,1,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=313&z=9tz
314,Torre,S2,,,0 x 0,,,14,,,6,8,14,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=314&z=9tz
315,Torre,S2 TYPE A,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=315&z=9tz
316,Torre,TH - C1,,,0 x 0,,,6,,,,6,6,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=316&z=9tz
317,Torre,TH - C1.1,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=317&z=9tz
318,Torre,TH - C2,,,0 x 0,,,6,,,3,4,7,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=318&z=9tz
319,Torre,TH - C3,,,0 x 0,,,3,,,3,,3,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=319&z=9tz
320,Torre,TH - C3.1,,,0 x 0,,,3,,,1,2,3,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=320&z=9tz
321,Torre,TH - C4,,,0 x 0,,,12,,,10,2,12,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=321&z=9tz
322,Torre,TH - C4.1,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=322&z=9tz
323,Torre,TH - D1,,,0 x 0,,,56,,,50,11,61,-5,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=323&z=9tz
324,Torre,TH - D1.1,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=324&z=9tz
325,Torre,TH - D1.2,,,0 x 0,,,32,,,23,11,34,-2,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=325&z=9tz
326,Torre,TH - D2,,,0 x 0,,,8,,,3,6,9,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=326&z=9tz
327,Torre,TH - D2.1,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=327&z=9tz
328,Torre,TH - D3,,,0 x 0,,,4,,,,4,4,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=328&z=9tz
329,Torre,TH - D4 - SEMI-SHARED,,,0 x 0,,,10,,,10,,10,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=329&z=9tz
330,Torre,TH - D5,,,0 x 0,,,16,,,7,10,17,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=330&z=9tz
331,Torre,TH - D6 - SEMI-SHARED,,,0 x 0,,,15,,,4,8,12,3,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=331&z=9tz
332,Torre,TH - D7,,,0 x 0,,,,,,,,,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=332&z=9tz
333,Torre,TH - D8 - SEMI-SHARED,,,0 x 0,,,6,,,1,5,6,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=333&z=9tz
334,Torre,TH - D9,,,0 x 0,,,15,,,11,4,15,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=334&z=9tz
335,Torre,TH - E1,,,0 x 0,,,10,,,10,,10,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=335&z=9tz
336,Torre,TH - F1,,,0 x 0,,,18,,,13,6,19,-1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=336&z=9tz
337,Torre,TH - F2,,,0 x 0,,,6,,,6,,6,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=337&z=9tz
338,Torre,TH - F3,,,0 x 0,,,6,,,5,,5,1,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=338&z=9tz
339,Torre,TH - F4,,,0 x 0,,,18,,,15,1,16,2,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=339&z=9tz
340,Torre,TH - F5,,,0 x 0,,,18,,,11,7,18,0,,,https://gmh.quickbase.com/db/bq5hz7i6c?a=API_GenAddRecordForm&_fid_7=340&z=9tz
