property_id,property_name,leasing_week,Property,Website,Address,Phone Number,Developer,Manager,Owner,Property Type,Property Status,Product Type,Property Rating,Comp Status,Year Built / Renovated,Most Recent Sale,Distance From Campus
739085,1047 Commonwealth Avenue,2024-12-01,1047 Commonwealth,http://www.1047commonwealth.com/,"1047 Commonwealth Ave, Boston, MA 02215",617-500-6481,BPDA,GMH Communities,AGC + GMH Communities,Student,Operational,Mid-Rise,2,Subject Property,2017,43466,0.1 Miles
