property_id,property_name,leasing_week,Unit Levels,Private Bathrooms,Walk-in Closets,Washer / Dryer in Unit,Smart Home Technology,Smart Bedroom Locks,Smart Unit Locks,Energy Efficient Appliances,Stainless Steel Appliances,Balconies,Patios,Backyards,TV Included in Rent,TV Renatable Rate,TV Bedroom,TV Common Area,Common Area,Furniture Included in Rent,Furniture Renatable Rate,Rentable Rate (if not included),Floor Premium,Poolside Premium,Top Floor Premium,View Premium,Other
739085,1047 Commonwealth Avenue,2024-12-01,NA,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,NA,No,0,0,0,NA,Yes,0,NA,0,0,0,0
