property_id,property_name,property,unit_type,unit_type_subtotal,avg_sqft,avg_advertised_rate,units,excluded_unit_count,rentable_unit_count,avg_scheduled_rent,occupied_count,started_new_count_prior,started_new_count,started_renewal_count_prior,started_renewal_count,started_count_prior,started_count,started_percent,partially_completed_new_count_prior,partially_completed_new_count,partially_completed_renewal_count_prior,partially_completed_renewal_count,partially_completed_count_prior,partially_completed_count,partially_completed_percent,completed_new_count_prior,completed_new_count,completed_renewal_count_prior,completed_renewal_count,completed_count_prior,completed_count,completed_percent,approved_new_count_prior,approved_new_count,approved_renewal_count_prior,approved_renewal_count,approved_count_prior,approved_count,approved_percent,preleased_new_count_prior,preleased_new_count,preleased_renewal_count_prior,preleased_renewal_count,preleased_count_prior,preleased_count,preleased_percent_prior,preleased_percent,variance,available_count,scheduled_rent_total,number_of_bedrooms,number_of_bathrooms
739076,1008 S. 4th,1008 S. 4th,M1 Murphy,M1 Murphy,321,1210,4,0,4,1208.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,2,2,4,1,3,2,0,2,3,4,0.75,1,0.25,0,4835,NA,NA
739076,1008 S. 4th,1008 S. 4th,M1 Murphy Balcony,M1 Murphy Balcony,319,1244.090909090909,12,0,12,1246.3636363636363,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,8,7,2,4,10,11,0.9166666666666666,10,7,2,4,12,11,1,0.9166666666666666,-0.08333333333333337,1,13710,NA,NA
739076,1008 S. 4th,1008 S. 4th,S1,S1,432,1306.25,4,0,4,1353.75,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,3,4,1,3,3,1,1,4,4,1,1,0,0,5415,NA,NA
739076,1008 S. 4th,1008 S. 4th,S2,S2,406,1021.25,4,0,4,1380,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,4,4,1,2,3,2,1,4,4,1,1,0,0,5520,NA,NA
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,Not Selected,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S1,S1,308.16,2895,25,0,25,2850,24,1,0,0,1,1,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,10,4,0.16,4,0,7,5,11,5,0.44,0.2,-0.24,20,14250,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S2,S2,317.5,2950,12,0,12,2915,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,0.16666666666666666,0,0,4,2,4,2,0.3333333333333333,0.16666666666666666,-0.16666666666666666,10,5830,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S3,S3,342.5882352941176,3065,51,0,51,3064.4444444444443,46,0,0,0,3,0,3,0.058823529411764705,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,10,6,10,6,0.11764705882352941,2,0,10,9,12,9,0.23529411764705882,0.17647058823529413,-0.05882352941176469,42,27580,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S4,S4,323.25,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0.25,0,-0.25,8,0,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S5,S5,346.4,3150,10,0,10,3100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0.1,0,0,3,1,3,1,0.3,0.1,-0.19999999999999998,9,3100,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S6,S6,360.55172413793105,3350,29,0,29,3325,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,8,4,0.13793103448275862,1,0,7,4,8,4,0.27586206896551724,0.13793103448275862,-0.13793103448275862,25,13300,NA,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S7,S7,442,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.25,0,-0.25,4,0,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S8,S8,348.8181818181818,3350,11,0,11,3325,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0.09090909090909091,0,0,2,1,2,1,0.18181818181818182,0.09090909090909091,-0.09090909090909091,10,3325,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S9,S9,402.8,3950,5,0,5,3950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0,0,0,1,0,1,0,0.2,0.2,4,3950,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S10,S10,528,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.25,0,-0.25,4,0,0,1
739085,1047 Commonwealth Avenue,1047 Commonwealth Avenue,S11,S11,348.9166666666667,1201.3333333333333,24,0,24,969.1111111111111,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,7,9,0.375,4,4,3,5,7,9,0.2916666666666667,0.375,0.08333333333333331,15,8722,0,1
739079,307 E. Daniel,307 E. Daniel,D1,D1,385,988.1944444444445,40,0,40,1034.1666666666667,40,0,0,0,1,0,1,0.025,6,1,0,0,6,1,0.025,0,0,0,0,0,0,0,17,25,15,9,32,34,0.85,23,26,15,10,38,36,0.95,0.9,-0.04999999999999993,4,37230,4,4
739080,501 S. 6th,501 S. 6th,B1,B1,573,955,2,0,2,990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,2,2,0,2,2,1,1,0,0,1980,NA,NA
739080,501 S. 6th,501 S. 6th,B2,B2,590,975,2,0,2,970,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0,1,2,1,2,2,1,1,0,0,1940,NA,NA
739080,501 S. 6th,501 S. 6th,C1,C1,444.75,989.0909090909091,12,0,12,994.5454545454545,12,0,0,0,0,0,0,0,2,1,0,0,2,1,0.08333333333333333,1,0,0,0,1,0,0,7,9,0,1,7,10,0.8333333333333334,10,10,0,1,10,11,0.8333333333333334,0.9166666666666666,0.08333333333333326,1,10940,NA,NA
739080,501 S. 6th,501 S. 6th,C2,C2,448,1017.5,12,0,12,1035,12,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,8,12,0,0,8,12,1,9,12,3,0,12,12,1,1,0,0,12420,NA,NA
739080,501 S. 6th,501 S. 6th,D1,D1,434,748.75,16,0,16,759.6875,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,13,13,3,15,16,1,3,13,13,3,16,16,1,1,0,0,12155,NA,NA
739080,501 S. 6th,501 S. 6th,D2,D2,366,776.5625,16,0,16,784.6875,16,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,7,6,11,16,1,8,10,7,6,15,16,0.9375,1,0.0625,0,12555,NA,NA
739080,501 S. 6th,501 S. 6th,D3 Townhome,D3 Townhome,483,875,4,0,4,862.5,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,1,4,0,0,4,4,4,1,1,0,0,3450,4,3
739080,501 S. 6th,501 S. 6th,E1 Townhome,E1 Townhome,452,868.75,20,0,20,872.25,20,0,0,0,0,0,0,0,2,1,0,0,2,1,0.05,0,0,0,0,0,0,0,5,19,11,0,16,19,0.95,7,20,11,0,18,20,0.9,1,0.09999999999999998,0,17445,NA,NA
739080,501 S. 6th,501 S. 6th,E2 Townhome,E2 Townhome,493,884.4117647058823,20,0,20,900.8823529411765,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0.05,0,0,0,0,0,0,0,3,14,13,2,16,16,0.8,3,15,13,2,16,17,0.8,0.85,0.04999999999999993,3,15315,NA,NA
739084,908 S. 1st,908 S. 1st,A1,A1,526.125,1320.4545454545455,16,0,16,1491.3636363636363,16,1,0,0,0,1,0,0,2,0,1,0,3,0,0,2,0,0,0,2,0,0,4,5,3,6,7,11,0.6875,9,5,4,6,13,11,0.8125,0.6875,-0.125,5,16405,NA,NA
739084,908 S. 1st,908 S. 1st,B1,B1,307,930,8,0,8,941.875,8,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,8,2,0,6,8,1,6,8,2,0,8,8,1,1,0,0,7535,NA,NA
739084,908 S. 1st,908 S. 1st,B2,B2,315,955,16,0,16,981,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,2,16,5,0.3125,10,3,6,2,16,5,1,0.3125,-0.6875,11,4905,NA,NA
739084,908 S. 1st,908 S. 1st,B3,B3,457,896.875,8,0,8,1036.875,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,2,7,8,1,5,6,2,2,7,8,0.875,1,0.125,0,8295,NA,NA
739084,908 S. 1st,908 S. 1st,D1,D1,311,905,16,0,16,928.75,16,0,0,0,0,0,0,0,3,1,0,0,3,1,0.0625,0,0,0,0,0,0,0,3,11,10,0,13,11,0.6875,6,12,10,0,16,12,1,0.75,-0.25,4,11145,NA,NA
739084,908 S. 1st,908 S. 1st,M1 Murphy,M1 Murphy,319,1120,12,0,12,1137.5,11,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,4,9,4,3,8,12,1,6,9,5,3,11,12,0.9166666666666666,1,0.08333333333333337,0,13650,NA,NA
739084,908 S. 1st,908 S. 1st,M1 Murphy Balcony,M1 Murphy Balcony,333.5625,1096.6666666666667,16,0,16,1219.3333333333333,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,4,6,15,0.9375,1,11,5,4,6,15,0.375,0.9375,0.5625,1,18290,NA,NA
739084,908 S. 1st,908 S. 1st,M2 Murphy,M2 Murphy,349,1220,4,0,4,1231.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,4,1,4,2,0,2,4,4,1,1,0,0,4925,NA,NA
641240,Academy 65,Academy 65,A1,A1,463,1815,10,0,10,1942,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,5,2,5,0.5,2,0,1,5,3,5,0.3,0.5,0.2,5,9710,1,1
641240,Academy 65,Academy 65,B1,B1,284.7142857142857,1320,21,0,21,1011.4285714285714,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,7,7,0.3333333333333333,3,0,4,7,7,7,0.3333333333333333,0.3333333333333333,0,14,7080,2,2
641240,Academy 65,Academy 65,B1 Semi-Shared,B1 Semi-Shared,249,795,21,0,21,950,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,8,4,8,0.38095238095238093,3,0,1,8,4,8,0.19047619047619047,0.38095238095238093,0.19047619047619047,13,7600,2,2
641240,Academy 65,Academy 65,C1 Study,C1 Study,389,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0.6666666666666666,0,-0.6666666666666666,3,0,3,2.5
641240,Academy 65,Academy 65,D1 Balcony,D1 Balcony,276,935,40,0,40,964.1666666666666,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,6,17,6,0.15,16,0,1,6,17,6,0.425,0.15,-0.275,34,5785,4,2
641240,Academy 65,Academy 65,D2,D2,293.5,987.6923076923077,64,0,64,948.8461538461538,64,0,0,0,1,0,1,0.015625,0,0,0,0,0,0,0,2,0,0,0,2,0,0,9,3,5,22,14,25,0.390625,11,3,5,23,16,26,0.25,0.40625,0.15625,38,24670,4,4
641240,Academy 65,Academy 65,D3,D3,243,1015,20,0,20,760.7142857142857,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0.35,0,0,4,7,4,7,0.2,0.35,0.14999999999999997,13,5325,4,4
641240,Academy 65,Academy 65,D3 Semi-Shared,D3 Semi-Shared,242.58333333333334,776.875,120,0,120,851.6666666666666,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35,0,23,24,58,24,0.2,36,0,23,24,59,24,0.49166666666666664,0.2,-0.29166666666666663,96,20440,4,4
641240,Academy 65,Academy 65,Not Selected,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
641240,Academy 65,Academy 65,S1,S1,396,1565,5,0,5,1645,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,0.4,1,0,1,2,2,2,0.4,0.4,0,3,3290,NA,1
641240,Academy 65,Academy 65,S2,S2,416,1571.25,5,0,5,1758.75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,4,0.8,1,1,0,3,1,4,0.2,0.8,0.6000000000000001,1,7035,NA,1
676055,Academy Lincoln,Academy Lincoln,B1,B1,334,870,30,0,30,900,30,0,4,0,0,0,4,0.13333333333333333,0,0,2,0,2,0,0,0,3,0,0,0,3,0.1,5,5,8,12,13,17,0.5666666666666667,5,12,10,12,15,24,0.5,0.8,0.30000000000000004,6,21600,2,2
676055,Academy Lincoln,Academy Lincoln,B2,B2,399.7368421052632,890,38,0,38,907.8571428571429,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,8,5,10,2,18,7,0.18421052631578946,10,5,10,2,20,7,0.5263157894736842,0.18421052631578946,-0.3421052631578947,31,6355,2,2
676055,Academy Lincoln,Academy Lincoln,B3 Townhome,B3 Townhome,616,930,14,0,14,970.625,13,0,1,0,0,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,1,0,0,0,1,0.07142857142857142,4,2,3,4,7,6,0.42857142857142855,4,4,3,4,7,8,0.5,0.5714285714285714,0.0714285714285714,6,7765,2,2
676055,Academy Lincoln,Academy Lincoln,C1,C1,342.42857142857144,767.3076923076923,42,0,42,819.2307692307693,42,0,1,0,0,0,1,0.023809523809523808,0,4,0,0,0,4,0.09523809523809523,3,0,0,0,3,0,0,7,9,7,12,14,21,0.5,10,14,7,12,17,26,0.40476190476190477,0.6190476190476191,0.2142857142857143,16,21300,3,3
676055,Academy Lincoln,Academy Lincoln,D1,D1,303.9406779661017,683.9195979899497,472,0,472,705.6532663316583,467,5,19,5,4,10,23,0.048728813559322036,4,9,0,0,4,9,0.019067796610169493,5,16,0,6,5,22,0.046610169491525424,63,49,93,96,156,145,0.3072033898305085,77,93,98,106,175,199,0.3707627118644068,0.4216101694915254,0.05084745762711862,273,140425,4,4
676055,Academy Lincoln,Academy Lincoln,D2,D2,337,652.6388888888889,36,0,36,767.9166666666666,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,17,11,36,1,3,19,8,17,11,36,0.3055555555555556,1,0.6944444444444444,0,27645,4,4
676055,Academy Lincoln,Academy Lincoln,Not Selected,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1115679,ANOVA uCity Square,ANOVA uCity Square,A1,A1,457,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1
1115679,ANOVA uCity Square,ANOVA uCity Square,A2,A2,478,0,17,0,17,2094.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,3,2,0.11764705882352941,3,1,1,1,4,2,0.23529411764705882,0.11764705882352941,-0.11764705882352941,15,4189,1,1
1115679,ANOVA uCity Square,ANOVA uCity Square,A3,A3,499,0,10,0,10,2139,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,1,1,3,3,0.3,4,2,1,1,5,3,0.5,0.3,-0.2,7,6417,1,1
1115679,ANOVA uCity Square,ANOVA uCity Square,A4,A4,472,0,20,0,20,1717.3333333333333,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,2,3,0.15,1,1,2,2,3,3,0.15,0.15,0,17,5152,1,1
1115679,ANOVA uCity Square,ANOVA uCity Square,A5,A5,441,0,6,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1
1115679,ANOVA uCity Square,ANOVA uCity Square,A6,A6,512,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0.4,0,-0.4,5,0,1,1
1115679,ANOVA uCity Square,ANOVA uCity Square,A7,A7,589,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0.4,0,-0.4,5,0,1,1
1115679,ANOVA uCity Square,ANOVA uCity Square,A8,A8,657.0268817204301,92.82142857142857,186,0,186,2442.6785714285716,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,9,1,0.005376344086021506,18,19,6,8,24,27,0.14516129032258066,27,20,6,8,33,28,0.1774193548387097,0.15053763440860216,-0.02688172043010753,158,68395,1,1
1115679,ANOVA uCity Square,ANOVA uCity Square,B1,B1,974,0,11,0,11,3363,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0.09090909090909091,1,1,1,0,2,1,0.18181818181818182,0.09090909090909091,-0.09090909090909091,10,3363,2,2
1115679,ANOVA uCity Square,ANOVA uCity Square,B2,B2,1008,0,22,0,22,3769.4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,1,3,4,5,0.22727272727272727,5,2,1,3,6,5,0.2727272727272727,0.22727272727272727,-0.04545454545454544,17,18847,2,2
1115679,ANOVA uCity Square,ANOVA uCity Square,C1,C1,1372,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,2,0,1,0,3,0,0.6,0,-0.6,5,0,3,2
1115679,ANOVA uCity Square,ANOVA uCity Square,Not Selected,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1115679,ANOVA uCity Square,ANOVA uCity Square,S1,S1,360,0,168,0,168,1686.75,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,15,2,5,11,20,0.11904761904761904,13,15,2,5,15,20,0.08928571428571429,0.11904761904761904,0.029761904761904753,148,33735,0,1
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,1 Bed 1 Bath,1 Bed 1 Bath,747.9659863945578,424.95348837209303,147,0,147,1964.2593023255813,135,2,0,0,1,2,1,0.006802721088435374,0,0,1,0,1,0,0,3,3,2,0,5,3,0.02040816326530612,13,18,22,21,35,39,0.2653061224489796,18,21,25,22,43,43,0.2925170068027211,0.2925170068027211,0,104,84463.15,1,1
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,1 Bed 1 Bath ADA,1 Bed 1 Bath ADA,766,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.25,0,-0.25,4,0,1,1
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,1 Bed 1 Bath Loft,1 Bed 1 Bath Loft,935,0,12,0,12,2419.3333333333335,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,2,1,6,3,0.25,4,2,3,1,7,3,0.5833333333333334,0.25,-0.33333333333333337,9,7258,1,1
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,1 Bed 1 Bath w/ Den,1 Bed 1 Bath w/ Den,923.9677419354839,234.5388888888889,31,0,31,2361.0555555555557,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,13,13,18,0.5806451612903226,4,5,9,13,13,18,0.41935483870967744,0.5806451612903226,0.16129032258064518,13,42499,1,1
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,1Bed1.5 Bath w/ Den,1Bed1.5 Bath w/ Den,947,0,3,0,3,2279,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0.6666666666666666,0,0,1,2,1,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,4558,1,1.5
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,1Bed1Bath Loftw/ Den,1Bed1Bath Loftw/ Den,1170.6666666666667,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.3333333333333333,0,-0.3333333333333333,3,0,1,1
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,2 Bed 2 Bath,2 Bed 2 Bath,1098.5646258503402,273.3255813953488,147,0,147,2449.5976744186046,138,0,0,0,1,0,1,0.006802721088435374,0,0,0,0,0,0,0,1,1,3,0,4,1,0.006802721088435374,16,17,11,24,27,41,0.2789115646258503,17,18,14,25,31,43,0.2108843537414966,0.2925170068027211,0.08163265306122447,104,105332.7,2,2
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,2 Bed 2 Bath ADA,2 Bed 2 Bath ADA,1151,0,4,0,4,2727,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0.25,2,0,0,1,2,1,0.5,0.25,-0.25,3,2727,2,2
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,2 Bed 2 Bath Loft,2 Bed 2 Bath Loft,1305,0,9,0,9,3034.5,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,1,1,1,2,2,3,0.3333333333333333,1,1,1,3,2,4,0.2222222222222222,0.4444444444444444,0.2222222222222222,5,12138,2,2
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,2 Bed 2 Bath w/ Den,2 Bed 2 Bath w/ Den,1295.2173913043478,0,23,0,23,3247.1428571428573,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,6,6,7,0.30434782608695654,4,1,2,6,6,7,0.2608695652173913,0.30434782608695654,0.043478260869565244,16,22730,2,2
1161867,Courts at Spring Mill Station,Courts at Spring Mill Station,2Bed2Bath Loftw/ Den,2Bed2Bath Loftw/ Den,1419,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
