property_id,property_name,unit_type,avg_sqft,number_of_bedrooms,number_of_bathrooms,avg_advertised_rate,avg_scheduled_rent,total_schedule_rent,total_units,excluded_units,rentable_units,occupied_count,available_count,year_over_year_variance,started_new_count_prior,started_new_count,started_renewal_count_prior,started_renewal_count,started_count_prior,started_count,started_percent,partially_completed_new_count_prior,partially_completed_new_count,partially_completed_renewal_count_prior,partially_completed_renewal_count,partially_completed_count_prior,partially_completed_count,partially_completed_percent,completed_new_count_prior,completed_new_count,completed_renewal_count_prior,completed_renewal_count,completed_count_prior,completed_count,completed_percent,approved_new_count_prior,approved_new_count,approved_renewal_count_prior,approved_renewal_count,approved_count_prior,approved_count,approved_percent,preleased_new_count_prior,preleased_new_count,preleased_renewal_count_prior,preleased_renewal_count,preleased_count_prior,preleased_count,preleased_percent_prior,preleased_percent
739085,1047 Commonwealth Avenue,S6,360.55172413793105,NA,1,3350,3325,13300,29,0,29,29,25,-0.13793103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,8,4,0.13793103448275862,1,0,7,4,8,4,0.27586206896551724,0.13793103448275862
739085,1047 Commonwealth Avenue,S7,442,0,1,0,0,0,4,0,4,3,4,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.25,0
739085,1047 Commonwealth Avenue,S8,348.8181818181818,0,1,3350,3325,3325,11,0,11,4,10,-0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0.09090909090909091,0,0,2,1,2,1,0.18181818181818182,0.09090909090909091
739085,1047 Commonwealth Avenue,S9,402.8,0,1,3950,3950,3950,5,0,5,4,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0,0,0,1,0,1,0,0.2
739085,1047 Commonwealth Avenue,S10,528,0,1,0,0,0,4,0,4,2,4,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.25,0
739085,1047 Commonwealth Avenue,S11,348.9166666666667,0,1,1201.3333333333333,969.1111111111111,8722,24,0,24,23,15,0.08333333333333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,7,9,0.375,4,4,3,5,7,9,0.2916666666666667,0.375
739079,307 E. Daniel,D1,385,4,4,989.7297297297297,1034.4594594594594,38275,40,0,40,40,3,-0.02499999999999991,0,0,0,1,0,1,0.025,6,1,0,0,6,1,0.025,0,0,0,0,0,0,0,17,25,15,10,32,35,0.875,23,26,15,11,38,37,0.95,0.925
739080,501 S. 6th,B1,573,NA,NA,955,990,1980,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,2,2,0,2,2,1,1
739080,501 S. 6th,B2,590,NA,NA,975,970,1940,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0,1,2,1,2,2,1,1
739080,501 S. 6th,C1,444.75,NA,NA,987.5,993.5,9935,12,0,12,12,2,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0.08333333333333333,1,0,0,0,1,0,0,7,8,0,1,7,9,0.75,10,9,0,1,10,10,0.8333333333333334,0.8333333333333334
739080,501 S. 6th,C2,448,NA,NA,1017.5,1035,12420,12,0,12,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,12,3,0,11,12,1,9,12,3,0,12,12,1,1
739080,501 S. 6th,D1,434,NA,NA,748.75,759.6875,12155,16,0,16,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,13,13,3,15,16,1,3,13,13,3,16,16,1,1
739080,501 S. 6th,D2,366,NA,NA,776.5625,784.6875,12555,16,0,16,16,0,0.0625,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,7,6,11,16,1,8,10,7,6,15,16,0.9375,1
739080,501 S. 6th,D3 Townhome,483,4,3,875,862.5,3450,4,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,1,4,0,0,4,4,4,1,1
739080,501 S. 6th,E1 Townhome,452,NA,NA,868.75,872.25,17445,20,0,20,20,0,0.09999999999999998,0,0,0,0,0,0,0,2,1,0,0,2,1,0.05,0,0,0,0,0,0,0,5,19,11,0,16,19,0.95,7,20,11,0,18,20,0.9,1
739080,501 S. 6th,E2 Townhome,493,NA,NA,884.4117647058823,900.8823529411765,15315,20,0,20,20,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.05,1,0,0,0,1,0,0,3,14,13,2,16,16,0.8,4,15,13,2,17,17,0.85,0.85
739084,908 S. 1st,A1,526.125,NA,NA,1210.4166666666667,1490,17880,16,0,16,16,4,-0.1875,0,0,0,0,0,0,0,3,0,1,0,4,0,0,1,0,0,0,1,0,0,7,5,3,7,10,12,0.75,11,5,4,7,15,12,0.9375,0.75
739084,908 S. 1st,B1,307,NA,NA,930,941.875,7535,8,0,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,8,2,0,6,8,1,6,8,2,0,8,8,1,1
739084,908 S. 1st,B2,315,NA,NA,955,981,4905,16,0,16,16,11,-0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,2,16,5,0.3125,10,3,6,2,16,5,1,0.3125
739084,908 S. 1st,B3,457,NA,NA,896.875,1036.875,8295,8,0,8,8,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,2,7,8,1,5,6,2,2,7,8,0.875,1
739084,908 S. 1st,D1,311,NA,NA,905,928.75,11145,16,0,16,16,4,-0.25,0,0,0,0,0,0,0,3,1,0,0,3,1,0.0625,0,0,0,0,0,0,0,3,11,10,0,13,11,0.6875,6,12,10,0,16,12,1,0.75
739084,908 S. 1st,M1 Murphy,319,NA,NA,1120,1137.5,13650,12,0,12,11,0,0.08333333333333337,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5,9,4,3,9,12,1,6,9,5,3,11,12,0.9166666666666666,1
739084,908 S. 1st,M1 Murphy Balcony,333.5625,NA,NA,1101.5625,1216.5625,19465,16,0,16,16,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,5,4,7,16,1,2,12,5,4,7,16,0.4375,1
739084,908 S. 1st,M2 Murphy,349,NA,NA,1220,1231.25,4925,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,4,1,4,2,0,2,4,4,1,1
641240,Academy 65,A1,463,1,1,1815,1942,9710,10,0,10,9,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,5,2,5,0.5,2,0,1,5,3,5,0.3,0.5
641240,Academy 65,B1,284.7142857142857,2,2,1320,1011.4285714285714,7080,21,0,21,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,7,7,0.3333333333333333,3,0,4,7,7,7,0.3333333333333333,0.3333333333333333
641240,Academy 65,B1 Semi-Shared,249,2,2,795,950,7600,21,0,21,21,13,0.19047619047619047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,8,4,8,0.38095238095238093,3,0,1,8,4,8,0.19047619047619047,0.38095238095238093
641240,Academy 65,C1 Study,389,3,2.5,0,0,0,3,0,3,3,3,-0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0.6666666666666666,0
641240,Academy 65,D1 Balcony,276,4,2,935,964.1666666666666,5785,40,0,40,37,34,-0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,6,17,6,0.15,16,0,1,6,17,6,0.425,0.15
641240,Academy 65,D2,293.5,4,4,993.5714285714286,962.1428571428571,26940,64,0,64,64,36,0.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,3,5,25,14,28,0.4375,12,3,5,25,17,28,0.265625,0.4375
641240,Academy 65,D3,243,4,4,1015,760.7142857142857,5325,20,0,20,20,13,0.14999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0.35,0,0,4,7,4,7,0.2,0.35
641240,Academy 65,D3 Semi-Shared,242.58333333333334,4,4,767.1739130434783,852.1739130434783,19600,120,0,120,118,97,-0.30833333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35,0,24,23,59,23,0.19166666666666668,36,0,24,23,60,23,0.5,0.19166666666666668
641240,Academy 65,Not Selected,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641240,Academy 65,S1,396,NA,1,1565,1645,3290,5,0,5,5,3,-0.19999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,0.4,1,0,2,2,3,2,0.6,0.4
641240,Academy 65,S2,416,NA,1,1571.25,1758.75,7035,5,0,5,5,1,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,4,0.8,1,1,0,3,1,4,0.2,0.8
676055,Academy Lincoln,B1,334,2,2,872.7586206896551,901.2068965517242,26135,30,0,30,30,1,0.4666666666666667,0,1,0,2,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,14,15,26,0.8666666666666667,5,13,10,16,15,29,0.5,0.9666666666666667
676055,Academy Lincoln,B2,399.7368421052632,2,2,896.25,917.9166666666666,11015,38,0,38,38,26,-0.26315789473684215,1,1,0,0,1,1,0.02631578947368421,1,2,0,0,1,2,0.05263157894736842,0,0,0,0,0,0,0,10,6,10,3,20,9,0.23684210526315788,12,9,10,3,22,12,0.5789473684210527,0.3157894736842105
676055,Academy Lincoln,B3 Townhome,616,2,2,930,969.2307692307693,12600,14,0,14,13,1,0.2857142857142857,0,2,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,4,9,11,0.7857142857142857,4,9,5,4,9,13,0.6428571428571429,0.9285714285714286
676055,Academy Lincoln,C1,342.42857142857144,3,3,762.0833333333334,817.0833333333334,19610,42,0,42,42,18,0.16666666666666663,0,0,0,0,0,0,0,0,1,0,0,0,1,0.023809523809523808,3,0,0,0,3,0,0,7,11,7,12,14,23,0.5476190476190477,10,12,7,12,17,24,0.40476190476190477,0.5714285714285714
676055,Academy Lincoln,D1,303.9406779661017,4,4,689.5689655172414,711.8103448275862,165140,472,0,472,467,240,0.09957627118644069,1,8,1,2,2,10,0.0211864406779661,5,11,0,0,5,11,0.023305084745762712,6,1,0,0,6,1,0.00211864406779661,74,104,98,106,172,210,0.4449152542372881,86,124,99,108,185,232,0.3919491525423729,0.4915254237288136
676055,Academy Lincoln,D2,337,4,4,652.6388888888889,767.9166666666666,27645,36,0,36,35,0,0.5833333333333333,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,4,19,8,17,12,36,1,7,19,8,17,15,36,0.4166666666666667,1
676055,Academy Lincoln,Not Selected,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115679,ANOVA uCity Square,A1,457,1,1,0,0,0,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115679,ANOVA uCity Square,A2,478,1,1,0,2094.5,4189,17,0,17,15,15,-0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,3,2,0.11764705882352941,3,1,1,1,4,2,0.23529411764705882,0.11764705882352941
1115679,ANOVA uCity Square,A3,499,1,1,0,2139,6417,10,0,10,9,7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,1,1,3,3,0.3,4,2,1,1,5,3,0.5,0.3
1115679,ANOVA uCity Square,A4,472,1,1,0,1717.3333333333333,5152,20,0,20,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,2,3,0.15,1,1,2,2,3,3,0.15,0.15
1115679,ANOVA uCity Square,A5,441,1,1,0,0,0,6,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115679,ANOVA uCity Square,A6,512,1,1,0,0,0,5,0,5,5,5,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0.4,0
1115679,ANOVA uCity Square,A7,589,1,1,0,0,0,5,0,5,5,5,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0.4,0
1115679,ANOVA uCity Square,A8,657.0268817204301,1,1,89.62068965517241,2438.5172413793102,70717,186,0,186,172,157,-0.02688172043010753,0,0,0,1,0,1,0.005376344086021506,1,0,0,0,1,0,0,8,1,0,0,8,1,0.005376344086021506,19,19,6,8,25,27,0.14516129032258066,28,20,6,9,34,29,0.1827956989247312,0.15591397849462366
1115679,ANOVA uCity Square,B1,974,2,2,0,3363,3363,11,0,11,11,10,-0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0.09090909090909091,1,1,1,0,2,1,0.18181818181818182,0.09090909090909091
1115679,ANOVA uCity Square,B2,1008,2,2,0,3769.4,18847,22,0,22,20,17,-0.04545454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,1,3,4,5,0.22727272727272727,5,2,1,3,6,5,0.2727272727272727,0.22727272727272727
1115679,ANOVA uCity Square,C1,1372,3,2,0,0,0,5,0,5,4,5,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,2,0,1,0,3,0,0.6,0
1115679,ANOVA uCity Square,Not Selected,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115679,ANOVA uCity Square,S1,360,0,1,83.9047619047619,1693,35553,168,0,168,160,147,0.023809523809523808,0,1,0,0,0,1,0.005952380952380952,0,0,0,0,0,0,0,5,0,0,0,5,0,0,9,15,3,5,12,20,0.11904761904761904,14,16,3,5,17,21,0.10119047619047619,0.125
1161867,Courts at Spring Mill Station,1 Bed 1 Bath,747.9659863945578,1,1,214.5,1969.4229166666667,94532.3,147,0,147,138,99,0.03401360544217685,0,0,0,4,0,4,0.027210884353741496,0,0,1,0,1,0,0,3,0,0,0,3,0,0,15,21,24,23,39,44,0.29931972789115646,18,21,25,27,43,48,0.2925170068027211,0.32653061224489793
1161867,Courts at Spring Mill Station,1 Bed 1 Bath ADA,766,1,1,0,0,0,4,0,4,2,4,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.25,0
1161867,Courts at Spring Mill Station,1 Bed 1 Bath Loft,935,1,1,0,2419.3333333333335,7258,12,0,12,6,9,-0.33333333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,7,3,0.25,4,2,3,1,7,3,0.5833333333333334,0.25
1161867,Courts at Spring Mill Station,1 Bed 1 Bath w/ Den,923.9677419354839,1,1,107.70555555555556,2363.8333333333335,42549,31,0,31,31,13,0.16129032258064518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,13,13,18,0.5806451612903226,4,5,9,13,13,18,0.41935483870967744,0.5806451612903226
1161867,Courts at Spring Mill Station,1Bed1.5 Bath w/ Den,947,1,1.5,0,2279,4558,3,0,3,3,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0.6666666666666666,0,0,1,2,1,2,0.3333333333333333,0.6666666666666666
1161867,Courts at Spring Mill Station,1Bed1Bath Loftw/ Den,1170.6666666666667,1,1,0,0,0,3,0,3,3,3,-0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0.6666666666666666,0
1161867,Courts at Spring Mill Station,2 Bed 2 Bath,1098.5646258503402,2,2,226.41304347826087,2447.884782608696,112602.7,147,0,147,139,101,0.10204081632653061,0,1,0,4,0,5,0.034013605442176874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,14,24,31,41,0.2789115646258503,17,18,14,28,31,46,0.2108843537414966,0.3129251700680272
1161867,Courts at Spring Mill Station,2 Bed 2 Bath ADA,1151,2,2,0,2727,2727,4,0,4,2,3,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0.25,2,0,0,1,2,1,0.5,0.25
1161867,Courts at Spring Mill Station,2 Bed 2 Bath Loft,1305,2,2,0,3034.5,12138,9,0,9,8,5,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,1,1,1,2,2,3,0.3333333333333333,1,1,1,3,2,4,0.2222222222222222,0.4444444444444444
1161867,Courts at Spring Mill Station,2 Bed 2 Bath w/ Den,1295.2173913043478,2,2,0,3209,28881,23,0,23,21,14,0.13043478260869568,0,0,0,1,0,1,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,7,6,8,0.34782608695652173,4,1,2,8,6,9,0.2608695652173913,0.391304347826087
1161867,Courts at Spring Mill Station,2Bed2Bath Loftw/ Den,1419,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161867,Courts at Spring Mill Station,COMMERCIAL,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161867,Courts at Spring Mill Station,Not Selected,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161867,Courts at Spring Mill Station,Studio,518,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518044,Shortbread Lofts,B1,319.325,2,2,1240.125,1246.625,49865,40,0,40,40,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,1,0,0,28,33,8,7,36,40,1,32,33,8,7,40,40,1,1
518044,Shortbread Lofts,B2,453.6,2,2,1502,1540,15400,10,0,10,10,0,0.19999999999999996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,8,1,2,7,10,1,7,8,1,2,8,10,0.8,1
518044,Shortbread Lofts,B3,499,2,2,1505,1495,2990,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,2,2,2,2,1,1
518044,Shortbread Lofts,B4,492,2,2,1505,1597.5,3195,2,0,2,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,1,2,1,2,0.5,1
518044,Shortbread Lofts,C1,338.64285714285717,3,3,1458.090909090909,1340.4545454545455,73725,56,0,56,56,1,0.1071428571428571,0,0,0,0,0,0,0,4,2,0,0,4,2,0.03571428571428571,2,0,0,0,2,0,0,37,47,6,6,43,53,0.9464285714285714,43,49,6,6,49,55,0.875,0.9821428571428571
518044,Shortbread Lofts,C2,228,3,3,985,995,5970,6,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,5,6,1,6,6,0,0,6,6,1,1
518044,Shortbread Lofts,C3,324,3,3,1445.5,1258,25160,20,0,20,20,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,20,0,0,18,20,1,20,20,0,0,20,20,1,1
518044,Shortbread Lofts,C4,278.4583333333333,3,3,1427.0454545454545,1159.090909090909,25500,24,0,24,24,2,-0.08333333333333337,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,17,20,2,2,19,22,0.9166666666666666,22,20,2,2,24,22,1,0.9166666666666666
518044,Shortbread Lofts,D1,269.55121951219513,4,4,1428.7313432835822,1166.9402985074628,234555,205,0,205,205,4,0,1,3,0,0,1,3,0.014634146341463415,26,4,0,0,26,4,0.01951219512195122,5,0,0,0,5,0,0,165,192,4,2,169,194,0.9463414634146341,197,199,4,2,201,201,0.9804878048780488,0.9804878048780488
518044,Shortbread Lofts,D2,307.77777777777777,4,4,1415,1339.4444444444443,12055,9,0,9,9,0,0.33333333333333337,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,7,1,2,4,9,1,5,7,1,2,6,9,0.6666666666666666,1
518044,Shortbread Lofts,Not Selected,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
952515,SOVA,A1,611,1,1,1468,1547.5,30950,20,0,20,19,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,16,12,20,1,3,4,9,16,12,20,0.6,1
952515,SOVA,B1,413,2,2,1148.5714285714287,1171,40985,64,0,64,63,29,0,2,1,0,1,2,2,0.03125,1,0,0,0,1,0,0,1,0,1,0,2,0,0,14,1,16,32,30,33,0.515625,18,2,17,33,35,35,0.546875,0.546875
952515,SOVA,B1 ALT,477,2,2,1265,1253.75,10030,30,0,30,28,22,-0.033333333333333326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,5,8,8,8,0.26666666666666666,4,0,5,8,9,8,0.3,0.26666666666666666
952515,SOVA,C1,385,3,3,857.3,1044.2,52210,66,0,66,66,16,0.09090909090909094,0,0,0,1,0,1,0.015151515151515152,0,3,0,0,0,3,0.045454545454545456,0,4,1,1,1,5,0.07575757575757576,22,11,21,30,43,41,0.6212121212121212,22,18,22,32,44,50,0.6666666666666666,0.7575757575757576
952515,SOVA,D1,350.6623376623377,4,4,1015.2380952380952,997.2380952380952,104710,308,0,308,304,203,0.042207792207792194,2,0,3,1,5,1,0.003246753246753247,3,2,0,0,3,2,0.006493506493506494,7,0,1,1,8,1,0.003246753246753247,16,0,60,101,76,101,0.32792207792207795,28,2,64,103,92,105,0.2987012987012987,0.3409090909090909
952515,SOVA,D2,372,4,4,1020,1008.875,40355,88,0,88,86,48,-0.04545454545454547,2,2,1,0,3,2,0.022727272727272728,2,4,0,0,2,4,0.045454545454545456,3,3,0,1,3,4,0.045454545454545456,16,3,20,27,36,30,0.3409090909090909,23,12,21,28,44,40,0.5,0.45454545454545453
952515,SOVA,D3,427,4,4,1055.679012345679,1043.888888888889,84555,240,0,240,238,159,-0.04999999999999999,1,1,0,2,1,3,0.0125,0,1,0,0,0,1,0.004166666666666667,4,1,6,0,10,1,0.004166666666666667,16,8,66,68,82,76,0.31666666666666665,21,11,72,70,93,81,0.3875,0.3375
952515,SOVA,Not Selected,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577897,Station Nine,a1a 1F Courtyard Stack,733,1,1,1680,1669,1669,12,0,12,12,11,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.08333333333333333,0,0,0,1,0,1,0,0.08333333333333333
577897,Station Nine,a1a 1F Pool Stack,733,1,1,0,1805,1805,4,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.25,1,1,0,0,1,1,0.25,0.25
577897,Station Nine,a1a 1F Stack,733,1,1,1601.25,1746.25,6985,12,0,12,11,8,0.08333333333333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08333333333333333,2,2,1,1,3,3,0.25,2,3,1,1,3,4,0.25,0.3333333333333333
577897,Station Nine,a1a Courtyard Stack,733,1,1,393.75,1774.5,7098,24,0,24,24,20,0.04166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,0.16666666666666666,3,4,0,0,3,4,0.125,0.16666666666666666
577897,Station Nine,a1a Pool Stack,733,1,1,918.16,1836.5,3673,10,0,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,0.2,2,1,0,1,2,2,0.2,0.2
577897,Station Nine,a1a stack,733,1,1,677.8571428571429,1723.857142857143,12067,23,0,23,23,16,0.13043478260869568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,4,7,0.30434782608695654,3,6,1,1,4,7,0.17391304347826086,0.30434782608695654
577897,Station Nine,a1a TF Pool Stack,733,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577897,Station Nine,a1a TF Stack,733,1,1,0,1836,1836,4,0,4,4,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,1,0,0,0,1,0,0.25
577897,Station Nine,a1al TF Courtyard Stack,874,1,1,1825,1855,1855,12,0,12,12,11,-0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0.08333333333333333,2,1,0,0,2,1,0.16666666666666666,0.08333333333333333
577897,Station Nine,a1al TF Pool Stack,874,1,1,2025,2100,2100,4,0,4,4,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,1,0,0,0,1,0,0.25
577897,Station Nine,a1al TF Stack,874,1,1,1930,1900,1900,8,0,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0.125,1,0,0,1,1,1,0.125,0.125
