property_id,property_name,leasing_week,Property,Website,Address,Phone Number,Developer,Manager,Owner,Property Type,Property Status,Product Type,Property Rating,Comp Status,Year Built / Renovated,Most Recent Sale,Distance From Campus
vanness,Van Ness,2024-12-01,Van Ness,NA,"1335 Boylston St, Boston, MA, 02215",617-424-1335,Samuels And Associates,Samuels And Associates,Samuels And Associates,Conventional,Operational,High-Rise,4,Tier 2,2015,n/a,1 Miles
